memberID,10,16,2,29,42,5,57,6,7
10182418767362834,10,16,2,29,42,5,57,6,7
10355531329162382,10,16,2,29,42,5,57,6,7
10702773053071302,NA,16,NA,NA,NA,NA,NA,NA,NA
11246191970434638,10,16,2,29,42,5,57,6,7
11367390143424650,10,26,2,29,42,5,57,6,7
12490565772168338,10,16,2,29,42,5,57,6,7
12934802686750890,10,16,2,29,42,5,57,6,7
12978453086049302,10,16,2,29,42,5,57,6,7
13009787811196750,10,16,2,29,42,5,57,6,7
13582068616625742,10,16,2,29,42,5,57,6,7
13669438240235766,10,16,2,29,42,5,57,6,7
13737034214662524,10,16,2,29,42,5,57,6,7
13800960157592334,10,16,2,29,42,5,57,6,7
14092912706873318,10,16,2,29,42,5,57,6,7
14138159087249912,10,16,2,29,42,5,57,6,7
14658286770643692,10,16,2,29,42,5,57,6,7
14835555558630630,10,16,2,29,42,5,57,6,7
1649657846506746.8,10,16,2,29,42,5,57,6,7
18854685101133704,10,16,2,29,42,5,57,6,7
19691294044541240,10,16,2,29,42,5,57,6,7
2001824493390191.8,10,16,2,20,42,5,57,6,7
2015168453014348.8,10,16,2,29,42,NA,57,6,7
20599708291160310,10,16,2,29,42,5,57,8,7
20801511710120700,10,16,2,29,42,5,57,6,7
21035406626681040,10,16,2,29,42,5,57,6,7
21043115327481820,10,16,2,29,42,5,57,6,7
21246237647302868,10,16,2,29,42,5,57,NA,7
2157457963381492.8,10,16,2,20,42,5,57,6,7
21706044207807772,10,16,2,29,42,5,57,6,7
22245866002690428,10,16,2,29,42,5,57,6,7
22347728395752344,10,16,2,29,42,5,57,6,7
22927643436764324,NA,16,NA,NA,NA,NA,NA,NA,NA
2338149412408463.5,10,16,2,29,42,5,57,6,7
23502946761436760,10,16,2,20,42,5,57,6,7
24112676433461268,10,16,2,29,42,5,57,6,7
24263608770248936,10,16,2,29,42,5,57,6,7
24667451876184000,10,16,2,29,42,5,57,6,7
25045248727244010,10,16,2,29,42,5,57,6,7
25274005502247388,10,16,2,29,42,5,57,6,7
26226600023055324,10,16,2,29,42,5,57,6,7
2665884578980337.5,10,16,2,29,42,5,57,6,7
26804173678357500,10,16,2,29,42,5,57,6,7
27231049068098344,10,16,2,29,42,5,57,6,7
27422565525708544,10,16,2,29,42,5,57,8,7
27919675299914590,10,16,2,29,42,5,57,6,7
