2827721498083235.5,10,16,2,29,42,5,57,6,7
2940828697425623.5,10,16,2,29,42,5,57,6,7
29678096482530236,10,16,2,29,42,5,57,6,7
30080374565142210,10,16,2,29,42,5,57,6,7
30169785275804916,10,16,2,29,42,5,57,6,7
30335768456902200,10,16,2,29,42,5,57,6,7
30450215457674388,10,16,2,29,42,5,57,6,7
30507213659222690,10,16,2,29,42,5,57,6,7
30707157944879660,10,16,2,29,42,5,57,6,7
31020756760398060,10,16,2,29,42,5,57,6,7
31419968852938296,10,16,2,29,42,5,57,6,7
31435886168731452,10,16,2,29,42,5,57,6,7
31540302449200984,10,16,2,29,NA,5,57,6,7
31963105232954380,10,16,2,29,42,5,57,6,7
32156009431391940,10,16,2,29,42,5,57,6,7
32716741272556130,10,16,2,29,42,5,57,6,7
32919760245299544,10,16,2,29,42,5,57,6,7
33137975770100092,10,16,2,29,42,5,57,6,7
33615801626097276,10,16,2,29,42,5,57,6,7
33766042443121050,10,16,2,29,42,5,57,6,7
33821539870162696,10,16,2,29,42,5,57,6,7
34231165581705468,10,16,2,29,42,5,57,6,7
34743139592302596,10,16,2,29,42,5,57,6,7
36231750586635680,10,16,2,29,42,3,57,8,7
36364111024253144,10,16,2,29,42,5,57,6,7
36478771234108210,10,16,2,29,42,5,57,6,7
36887629656971410,10,16,2,29,42,5,57,6,7
36935340187588280,10,16,2,29,42,5,57,6,7
37510331506961256,10,16,2,29,42,5,57,6,7
37608252006292270,10,16,2,29,42,5,57,6,7
381486622248794.5,10,16,2,29,42,5,57,6,7
38577065679367520,10,16,2,29,42,5,57,6,7
3881103236194128,10,16,2,29,42,5,57,6,7
39787748911264200,10,16,2,29,42,5,57,6,7
40285737217169440,10,16,2,29,42,5,57,6,7
40373670390248420,10,16,2,20,42,5,57,6,7
40850083203986290,10,16,2,29,42,5,57,6,7
40860426115899240,10,16,2,29,42,5,57,6,7
40998568946256150,NA,16,NA,NA,NA,NA,20,NA,NA
41312180868420810,10,16,2,29,42,5,57,6,7
41460479809003690,10,16,2,29,42,5,57,6,7
41606229480437840,10,16,2,29,42,5,NA,6,7
4196671393628426,10,16,2,29,42,5,57,6,7
42383111361414190,10,16,2,29,42,5,57,6,7
42391908782429064,10,16,2,29,42,5,57,6,7
43019742602929660,10,16,2,29,42,5,57,6,7
43151829938421330,10,16,2,29,42,5,57,6,7
43273324588486184,10,16,2,29,42,5,57,6,7
43316385168991170,NA,NA,NA,NA,42,NA,57,NA,NA
43611763272135270,10,16,2,29,42,5,57,6,7
43955548998797830,NA,NA,2,NA,NA,NA,NA,NA,NA
44568210329054100,10,16,2,29,42,5,57,6,7
45236531179398296,10,16,2,29,42,5,57,6,7
45992222405038776,10,16,2,29,42,5,57,6,7
46329363515747120,10,16,2,29,42,5,57,6,7
4668976648079104,10,16,2,29,42,5,57,6,7
48028961266276800,10,16,2,29,42,5,57,6,7
48110363340871090,10,16,2,29,42,5,57,NA,7
4852553588784891,10,16,2,39,42,5,57,6,7
48847041456703350,10,16,2,29,42,5,57,6,7
49001494105503980,10,16,2,29,42,5,57,6,7
49076458750409020,10,16,2,29,42,5,57,6,7
49083205169651210,10,16,2,29,42,5,57,6,7
49177596785929880,10,16,2,29,42,5,57,6,7
49391472782008350,10,16,NA,20,42,NA,57,NA,7
49513502585135580,10,16,2,29,42,5,57,6,7
49726025470189140,10,16,2,29,42,5,57,6,7
50724607036684220,10,16,2,29,42,5,57,6,7
50901259939751270,10,16,2,29,42,NA,57,6,7
51067143434825370,10,16,8,29,42,5,57,6,7
51218849616544216,10,16,2,29,42,5,57,6,7
51637567588261340,10,16,2,29,42,5,57,6,7
51807913135015496,10,16,2,29,42,5,57,6,7
51867490847564056,10,16,2,29,42,5,57,6,7
52140381108209550,10,16,2,29,42,5,57,6,7
54307408243890490,10,16,2,29,42,NA,57,6,7
54411098262120810,10,NA,2,20,42,5,57,8,7
5449201196428421,10,16,2,29,42,5,57,6,7
55004250935288310,NA,16,NA,NA,NA,NA,NA,NA,NA
55484622775307770,10,16,2,29,42,5,51,6,7
55493971926155304,10,16,8,29,42,5,57,6,7
55781672150761550,10,16,NA,29,42,5,57,6,7
55850335418648300,10,16,2,29,42,5,57,6,7
55963579384078720,10,16,2,29,42,5,57,6,7
56448349009824696,10,16,2,29,42,5,57,6,7
56809930004335580,10,16,2,29,42,5,51,6,7
5713105657591799,10,16,2,29,42,5,57,6,7
57259765802882610,10,16,2,29,42,5,57,6,7
5887653323593089,10,16,2,29,42,5,57,6,7
60038509172706104,10,16,2,29,42,5,57,6,7
6024392570485104,10,16,2,29,42,5,57,6,7
60792483264416400,10,16,2,29,42,5,57,6,7
61281112265133490,10,16,8,29,42,5,57,6,7
61432406725002520,10,16,2,29,42,5,57,6,7
61613408614690860,10,16,2,29,42,5,57,6,7
61701699928380550,10,16,2,29,42,5,57,6,7
63310204412993950,10,16,2,29,42,5,57,6,7
63875592160250760,10,16,2,29,42,5,57,6,7
64361610225700700,10,16,2,29,42,5,57,6,7
65098046660339450,10,16,2,29,42,5,57,6,7
6623857996697535,10,16,2,29,42,5,57,6,7
66701037972604450,10,16,2,29,42,5,57,6,7
66869214923566104,10,16,2,29,42,5,57,6,7
67045595710422230,10,16,2,29,42,5,57,6,7
67194435906293656,10,16,2,29,42,5,57,6,7
67233516946876340,10,16,2,29,42,5,57,6,7
67731840426882050,10,16,2,29,42,5,57,6,7
67955066585590630,10,16,2,20,42,5,57,6,7
68088265042752024,10,16,2,29,42,5,57,6,7
68264460435612360,10,16,2,20,42,5,57,6,7
68322990164083060,10,16,2,29,42,5,57,6,7
68434163401742090,10,16,NA,29,42,NA,57,6,7
68601347506046296,10,16,2,29,42,5,57,6,7
68878302170348310,10,16,2,29,42,5,57,6,7
69070243603661450,10,16,NA,29,42,NA,57,NA,6
69572917868881360,10,16,2,29,42,5,57,6,7
699711076389464.2,10,16,2,29,42,5,57,6,7
69986789320343770,10,16,2,29,42,5,57,6,7
70147995783458250,NA,16,NA,NA,NA,NA,NA,NA,NA
70381829528339020,10,16,2,29,42,5,57,6,7
70514481512965040,10,16,2,29,42,5,57,6,7
70712828646304300,10,16,2,29,42,5,57,6,7
70809796993112100,10,16,2,29,42,5,57,6,7
71075522040317550,10,16,2,29,42,5,57,6,7
71355768003254610,NA,16,2,29,42,6,37,6,NA
71404924003784550,10,16,2,29,42,5,57,6,7
71570700797331030,10,16,2,29,42,5,57,6,7
72227132523816050,10,16,2,29,42,5,57,6,7
72534930761077660,10,16,2,29,42,5,57,6,7
72819720846139410,10,16,2,29,42,5,57,6,7
7314347091758489,10,16,2,29,42,5,57,6,7
73405925544584030,10,16,2,29,42,5,57,6,7
74206796239729700,10,16,2,29,42,5,57,6,7
74416671097584480,NA,16,NA,NA,NA,NA,NA,NA,NA
74534201994710980,10,16,2,29,42,5,57,6,7
75448957460772600,10,16,2,29,42,5,57,6,7
76354460648362880,10,16,2,29,42,5,57,6,7
76850724000509170,10,16,2,29,42,5,57,6,7
76983361420656620,10,16,2,29,42,5,57,6,7
77191569107766450,10,16,2,29,42,5,57,6,7
77206301109362000,10,16,2,29,42,5,57,6,7
77724794952498290,10,16,2,29,42,5,57,6,7
78322490878990700,10,16,2,29,42,5,57,6,7
78477842602512500,10,16,2,29,42,5,57,6,7
78945750805965730,10,16,2,29,42,5,57,6,7
78962659745939440,10,16,2,29,42,5,57,6,7
79062556118801840,10,16,2,29,42,5,57,6,7
79221917376574290,10,16,2,29,42,5,57,6,7
79517164885091970,10,16,2,29,42,5,57,6,7
798558077368860.5,10,16,2,29,42,5,57,6,7
80016126447864800,10,16,2,29,42,5,57,6,7
80502027575272210,10,16,2,29,42,5,57,6,7
81667630077924670,10,16,2,29,42,5,57,6,7
81671114904737650,10,16,2,29,42,5,57,6,7
82861086010897860,10,16,2,29,42,5,57,6,7
83256732441477950,10,16,2,29,42,5,57,8,7
83338924081887230,10,16,8,29,NA,5,67,6,7
83435397408902640,10,16,2,29,42,5,57,6,7
83492293804134500,10,16,2,29,42,5,57,6,7
83961120049814800,10,16,2,29,42,5,57,6,7
84115108993345390,10,16,2,29,42,5,57,6,7
84429636932952110,10,16,2,29,42,5,57,6,7
84574916958808900,10,16,2,29,42,5,57,6,7
84699984175484830,10,16,2,29,42,5,57,6,7
85559458955431300,10,16,2,29,42,5,57,6,7
85637465384430400,10,16,NA,29,42,5,57,NA,7
85944749966639170,10,16,2,29,42,5,57,6,7
86014057150390530,10,16,2,29,42,5,57,6,7
86124014749865570,10,16,2,29,42,5,57,6,7
86564245328066140,10,16,2,29,42,5,57,6,7
87249417368341490,10,16,2,29,42,5,57,6,7
87315986497917020,10,16,2,29,42,NA,57,6,7
87635037186830780,10,16,2,29,42,5,57,6,7
87738706411884700,10,16,2,29,42,NA,57,6,9
89043521904386580,10,16,2,29,42,5,57,6,7
89265285524378720,10,16,2,29,42,5,57,6,7
90649160285256740,10,16,2,29,42,5,57,6,7
90872586052864780,10,16,2,29,42,5,57,6,7
90923440469645760,10,16,2,29,42,5,57,6,7
91379210855641040,10,16,2,29,42,5,57,6,7
92254682302467860,10,16,2,29,42,5,57,6,7
9225520787530206,10,16,2,29,42,5,57,6,7
92357570113176980,10,16,2,29,42,5,57,6,7
93028647013980200,10,16,2,20,NA,5,57,6,7
9328383973182940,10,16,2,29,42,5,57,6,7
93321569356466580,10,16,2,29,42,5,57,6,7
93387031749536700,10,16,2,29,42,5,57,6,7
93615635353208900,10,16,2,29,42,5,57,6,7
94074189126247900,10,16,2,29,42,5,57,6,7
94160609506070610,10,16,2,29,42,5,57,NA,7
94323863819249330,10,16,2,29,42,5,57,6,7
94407509641520350,10,16,2,29,42,5,57,6,7
94782394118690080,10,16,2,29,42,5,57,6,7
94907853256175920,10,16,2,29,42,5,57,6,7
95265875099684380,10,16,2,29,42,5,57,6,7
9606190516258018,10,16,2,29,42,5,57,6,7
96378944767639040,10,16,2,29,42,5,57,6,7
97113461206922770,10,16,2,29,42,5,57,6,7
97174767216267970,10,16,2,29,42,5,57,6,7
97356918427137180,10,16,2,29,42,5,57,6,7
97443661301675730,10,16,2,29,42,5,57,6,7
9808473584098576,NA,16,NA,29,NA,6,67,NA,NA
9819565033705468,10,16,2,20,42,5,57,6,7
98774659559758260,10,16,2,29,42,5,57,6,7
99236495024524620,10,16,2,29,42,5,57,6,7
99580519576665600,10,16,2,29,42,5,57,6,7
99798103352356660,10,16,2,29,42,5,57,6,7
